p	chaves	676	675
v	1250		0.0029	0.0089	3.4483	0
v	1249		0.0011	0.0035	14.9425	0
v	2390		0.0013	0.0039	0.0000	1
v	3513		0.0044	0.0133	0.0000	22
v	3573		0.0084	0.0252	71.2644	0
v	3850		0.0034	0.0104	0.0000	24
v	3860		0.0069	0.0207	17.2414	0
v	3243		0.0116	0.0350	17.2414	0
v	3413		0.0172	0.0518	0.0000	0
v	1549		0.0031	0.0094	0.0000	0
v	1552		0.0167	0.0503	0.0000	0
v	1956		0.0044	0.0133	11.4943	0
v	1258		0.0051	0.0153	18.3908	29
v	3411		0.0205	0.0616	13.7931	0
v	3412		0.0054	0.0163	0.0000	46
v	750		0.0026	0.0079	0.0000	6
v	473		0.0000	0.0000	0.0000	0
v	512		0.0048	0.0143	11.4943	0
v	3883		0.0015	0.0044	0.0000	1
v	2230		0.0000	0.0000	0.0000	0
v	2629		0.0159	0.0478	12.6437	0
v	2638		0.0326	0.0981	0.0000	34
v	1658		0.0066	0.0197	0.0000	0
v	924		0.0051	0.0153	10.3448	0
v	1659		0.0043	0.0128	0.0000	0
v	963		0.0113	0.0340	9.1954	40
v	3389		0.0082	0.0247	13.7931	0
v	3388		0.0054	0.0163	0.0000	24
v	2267		0.0102	0.0306	0.0000	0
v	2395		0.0000	0.0000	0.0000	0
v	3741		0.0018	0.0054	0.0000	0
v	2322		0.0206	0.0621	0.0000	0
v	1369		0.0000	0.0000	0.0000	0
v	1663		0.0008	0.0025	0.0000	0
v	1524		0.0075	0.0227	0.0000	0
v	2438		0.0020	0.0062	0.0000	0
v	153		0.0036	0.0109	0.0000	0
v	3755		0.0044	0.0133	0.0000	27
v	3756		0.0004	0.0012	0.0000	0
v	2553		0.0046	0.0138	0.0000	0
v	1434		0.0016	0.0047	0.0000	0
v	1629		0.0048	0.0145	0.0000	1
v	234		0.0016	0.0049	0.0000	0
v	1631		0.0019	0.0057	0.0000	81
v	255		0.0043	0.0128	11.4943	24
v	1812		0.0071	0.0215	10.3448	0
v	1194		0.0093	0.0281	10.3448	0
v	4053		0.0014	0.0042	0.0000	2
v	4045		0.0092	0.0276	10.3448	14
v	1523		0.0054	0.0163	4.5977	0
v	3228		0.0154	0.0464	0.0000	0
v	3224		0.0051	0.0153	0.0000	0
v	1174		0.0051	0.0153	0.0000	10
v	1175		0.0052	0.0158	0.0000	0
v	3712		0.0052	0.0158	0.0000	11
v	3710		0.0052	0.0158	0.0000	35
v	4127		0.0061	0.0182	0.0000	0
v	4128		0.0233	0.0700	0.0000	0
v	4130		0.0067	0.0202	0.0000	0
v	3936		0.0025	0.0074	0.0000	0
v	2042		0.0000	0.0000	0.0000	0
v	452		0.0183	0.0552	0.0000	0
v	698		0.0164	0.0493	0.0000	0
v	697		0.0116	0.0350	0.0000	0
v	2779		0.0023	0.0069	0.0000	0
v	2041		0.0000	0.0000	0.0000	0
v	1587		0.0098	0.0296	0.0000	0
v	1588		0.0046	0.0138	0.0000	0
v	3703		0.0387	0.1164	31.0345	3
v	3234		0.0816	0.2456	0.0000	21
v	19		0.0000	0.0000	0.0000	57
v	1787		0.0020	0.0059	0.0000	0
v	2866		0.0554	0.1667	0.0000	69
v	3109		0.0133	0.0399	0.0000	36
v	1193		0.0952	0.2865	0.0000	0
v	3959		0.1181	0.3556	0.0000	0
v	2572		0.0470	0.1415	0.0000	0
v	1690		0.0000	0.0000	0.0000	1
v	596		0.1394	0.4197	0.0000	0
v	103		0.0020	0.0059	0.0000	0
v	1017		0.0000	0.0000	0.0000	0
v	2066		0.0375	0.1129	4.5977	0
v	2065		0.0011	0.0035	0.0000	0
v	1289		0.0200	0.0602	0.0000	0
v	2001		0.0069	0.0207	0.0000	1
v	482		0.0000	0.0000	0.0000	1
v	154		0.2719	0.8187	0.0000	0
v	2067		0.0578	0.1741	0.0000	0
v	574		0.0029	0.0089	0.0000	0
v	338		0.0000	0.0000	0.0000	0
v	487		0.0447	0.1346	0.0000	0
v	1071		0.0033	0.0099	0.0000	0
v	638		0.0000	0.0000	0.0000	0
v	203		0.0698	0.2101	0.0000	0
v	1732		0.1671	0.5031	0.0000	0
v	1559		0.0449	0.1351	0.0000	57
v	4126		0.0192	0.0577	0.0000	0
v	1942		0.0000	0.0000	0.0000	0
v	486		0.0046	0.0138	2.2989	0
v	485		0.0011	0.0035	0.0000	0
v	484		0.0011	0.0035	0.0000	0
v	483		0.0011	0.0035	0.0000	0
v	1871		0.0020	0.0059	0.0000	0
v	901		0.0000	0.0000	0.0000	0
v	4112		0.0678	0.2042	0.0000	0
v	1062		0.0034	0.0104	0.0000	0
v	1114		0.0000	0.0000	0.0000	0
v	2183		0.0079	0.0237	0.0000	0
v	1593		0.0021	0.0064	0.0000	0
v	1501		0.0000	0.0000	0.0000	43
v	590		0.0121	0.0365	0.0000	0
v	589		0.0658	0.1983	0.0000	0
v	4005		0.0000	0.0000	0.0000	0
v	4004		0.0187	0.0562	0.0000	0
v	3050		0.0075	0.0227	2.2989	1
v	2851		0.0106	0.0321	0.0000	0
v	1672		0.0000	0.0000	0.0000	0
v	989		0.0508	0.1529	0.0000	0
v	990		0.1130	0.3403	0.0000	0
v	991		0.0162	0.0488	0.0000	0
v	992		0.0106	0.0321	0.0000	0
v	993		0.0603	0.1815	0.0000	0
v	994		0.0249	0.0750	0.0000	32
v	4048		0.0082	0.0247	22.9885	32
v	1788		0.0650	0.1958	0.0000	0
v	1294		0.0143	0.0429	0.0000	2
v	1790		0.1096	0.3300	0.0000	0
v	1801		0.0668	0.2012	0.0000	0
v	723		0.0303	0.0912	0.0000	0
v	132		0.0387	0.1164	0.0000	0
v	2232		0.0328	0.0986	0.0000	23
v	3786		0.0136	0.0409	0.0000	0
v	841		0.0074	0.0222	0.0000	0
v	2392		0.0672	0.2022	0.0000	0
v	1081		0.0034	0.0104	0.0000	0
v	2694		0.0197	0.0592	0.0000	0
v	2693		0.0224	0.0676	0.0000	0
v	2820		0.0233	0.0700	0.0000	9
v	1116		0.0134	0.0404	0.0000	0
v	3783		0.0054	0.0163	0.0000	0
v	3855		0.0043	0.0128	0.0000	0
v	126		0.0000	0.0000	0.0000	0
v	3493		0.0059	0.0178	0.0000	0
v	3489		0.0934	0.2811	0.0000	1
v	3359		0.0205	0.0616	0.0000	0
v	1650		0.0000	0.0000	0.0000	0
v	1495		0.1707	0.5139	0.0000	0
v	2840		0.0357	0.1075	0.0000	0
v	2863		0.0429	0.1292	0.0000	0
v	1063		0.0044	0.0133	0.0000	0
v	1060		0.0201	0.0607	0.0000	0
v	3018		0.1587	0.4779	0.0000	0
v	3019		0.0652	0.1963	0.0000	0
v	3626		0.0139	0.0419	0.0000	0
v	2642		0.0870	0.2619	0.0000	0
v	4055		0.0962	0.2895	0.0000	0
v	280		0.0023	0.0069	0.0000	0
v	1993		0.0000	0.0000	0.0000	0
v	1228		0.1102	0.3319	0.0000	0
v	3590		0.0069	0.0207	0.0000	0
v	2000		0.0048	0.0143	0.0000	0
v	1339		0.0000	0.0000	0.0000	0
v	1095		0.0364	0.1095	0.0000	61
v	1093		0.0062	0.0187	0.0000	0
v	1086		0.0577	0.1736	0.0000	0
v	1083		0.1971	0.5933	0.0000	0
v	1082		0.0093	0.0281	0.0000	14
v	1361		0.0074	0.0222	0.0000	0
v	1362		0.0110	0.0330	0.0000	0
v	4155		0.1823	0.5489	0.0000	0
v	2717		0.0755	0.2274	0.0000	36
v	4145		0.1353	0.4074	0.0000	0
v	3920		0.1387	0.4177	0.0000	0
v	3332		0.0162	0.0488	0.0000	0
v	3770		0.0233	0.0700	0.0000	0
v	3775		0.0256	0.0769	0.0000	0
v	1930		0.1871	0.5632	0.0000	0
v	3848		0.0008	0.0025	0.0000	1
v	4080		0.0147	0.0444	0.0000	0
v	2149		0.0005	0.0015	0.0000	0
v	2147		0.0023	0.0069	0.0000	0
v	2146		0.0011	0.0035	0.0000	0
v	2144		0.0023	0.0069	0.0000	0
v	2143		0.0011	0.0035	0.0000	0
v	2142		0.0011	0.0035	0.0000	0
v	2141		0.0011	0.0035	0.0000	0
v	2140		0.0011	0.0035	0.0000	0
v	2139		0.0003	0.0010	0.0000	0
v	2138		0.0008	0.0025	0.0000	0
v	2137		0.0003	0.0010	0.0000	0
v	2136		0.0008	0.0025	0.0000	0
v	2135		0.0003	0.0010	0.0000	0
v	2134		0.0008	0.0025	0.0000	0
v	2133		0.0003	0.0010	0.0000	0
v	2132		0.0008	0.0025	0.0000	0
v	2131		0.0003	0.0010	42.5287	0
v	2130		0.0008	0.0025	82.7586	0
v	2269		0.0154	0.0464	0.0000	0
v	2270		0.0305	0.0917	0.0000	0
v	731		0.0113	0.0340	0.0000	16
v	730		0.0290	0.0873	0.0000	62
v	729		0.0267	0.0804	0.0000	46
v	3522		0.0608	0.1830	0.0000	37
v	721		0.0010	0.0030	47.1264	37
v	2271		0.0704	0.2121	1.1494	0
v	3589		0.0147	0.0444	0.0000	0
v	1225		0.0000	0.0000	0.0000	0
v	3527		0.0031	0.0094	0.0000	34
v	3164		0.0021	0.0064	0.0000	0
v	297		0.0000	0.0000	0.0000	0
v	3642		0.0521	0.1568	0.0000	8
v	3581		0.0054	0.0163	0.0000	0
v	4114		0.1333	0.4015	0.0000	0
v	2040		0.0968	0.2915	0.0000	2
v	2039		0.0126	0.0380	0.0000	0
v	3603		0.0120	0.0360	0.0000	1
v	3601		0.0190	0.0572	0.0000	8
v	3600		0.0154	0.0464	0.0000	0
v	3599		0.0586	0.1766	0.0000	34
v	1994		0.0000	0.0000	0.0000	12
v	98		0.0215	0.0646	0.0000	0
v	99		0.0152	0.0459	0.0000	1
v	1845		0.0008	0.0025	0.0000	0
v	1030		0.0000	0.0000	0.0000	0
v	2964		0.0156	0.0469	0.0000	32
v	4116		0.0124	0.0375	0.0000	1
v	3641		0.0025	0.0074	0.0000	0
v	177		0.0093	0.0281	6.8966	0
v	3566		0.0011	0.0035	0.0000	59
v	3568		0.0011	0.0035	0.0000	51
v	3570		0.0011	0.0035	0.0000	60
v	3576		0.0023	0.0069	0.0000	60
v	3374		0.0021	0.0064	0.0000	1
v	49		0.0000	0.0000	0.0000	2
v	1004		0.0085	0.0256	0.0000	0
v	3935		0.0028	0.0084	0.0000	0
v	778		0.0000	0.0000	0.0000	14
v	1949		0.0136	0.0409	1.1494	0
v	2633		0.0038	0.0113	0.0000	0
v	1354		0.0000	0.0000	0.0000	0
v	66		0.0170	0.0513	0.0000	0
v	65		0.0013	0.0039	10.3448	0
v	2937		0.0021	0.0064	0.0000	0
v	1444		0.0000	0.0000	0.0000	1
v	668		0.0111	0.0335	0.0000	0
v	671		0.0052	0.0158	0.0000	0
v	673		0.0085	0.0256	0.0000	0
v	674		0.0074	0.0222	0.0000	0
v	1884		0.0000	0.0000	0.0000	0
v	3143		0.0018	0.0054	0.0000	1
v	3046		0.0105	0.0316	0.0000	0
v	3331		0.0026	0.0079	0.0000	0
v	1585		0.0000	0.0000	0.0000	0
v	2924		0.0072	0.0217	0.0000	1
v	2923		0.0644	0.1938	1.1494	1
v	877		0.0021	0.0064	0.0000	0
v	468		0.0000	0.0000	0.0000	20
v	1476		0.0272	0.0819	0.0000	0
v	4143		0.0026	0.0079	0.0000	0
v	1179		0.0000	0.0000	0.0000	0
v	1478		0.0251	0.0755	4.5977	0
v	1819		0.0020	0.0059	0.0000	41
v	2037		0.0000	0.0000	0.0000	0
v	1310		0.0103	0.0311	3.4483	0
v	3276		0.0039	0.0118	0.0000	0
v	874		0.0000	0.0000	0.0000	0
v	3059		0.0215	0.0646	155.1724	26
v	3058		0.0015	0.0044	1.1494	0
v	3057		0.0011	0.0035	0.0000	3
v	3056		0.0011	0.0035	0.0000	0
v	3055		0.0011	0.0035	0.0000	1
v	3054		0.0011	0.0035	16.0920	2
v	3053		0.0013	0.0039	0.0000	0
v	3687		0.0010	0.0030	0.0000	2
v	1714		0.0000	0.0000	0.0000	0
v	2723		0.0752	0.2264	0.0000	0
v	2912		0.0062	0.0187	0.0000	0
v	2920		0.0062	0.0187	8.0460	1
v	2921		0.0061	0.0182	0.0000	0
v	3547		0.0278	0.0838	0.0000	0
v	464		0.0044	0.0133	0.0000	0
v	607		0.0000	0.0000	0.0000	0
v	904		0.0303	0.0912	0.0000	14
v	2342		0.0103	0.0311	0.0000	0
v	926		0.0049	0.0148	0.0000	38
v	942		0.0206	0.0621	0.0000	0
v	944		0.0108	0.0326	0.0000	0
v	3542		0.0052	0.0158	2.2989	0
v	3539		0.0062	0.0187	0.0000	2
v	3532		0.0116	0.0350	0.0000	0
v	2376		0.0113	0.0340	0.0000	0
v	2655		0.0118	0.0355	0.0000	0
v	1627		0.0120	0.0360	0.0000	0
v	3159		0.0110	0.0330	5.7471	61
v	3092		0.0062	0.0187	0.0000	2
v	3093		0.0059	0.0178	0.0000	0
v	3095		0.0118	0.0355	3.4483	0
v	1122		0.0234	0.0705	6.8966	0
v	3772		0.0157	0.0473	5.7471	0
v	3771		0.0067	0.0202	0.0000	0
v	3009		0.0121	0.0365	0.0000	0
v	3011		0.0056	0.0168	6.8966	0
v	1270		0.0092	0.0276	0.0000	0
v	2422		0.0072	0.0217	0.0000	8
v	1048		0.0187	0.0562	6.8966	1
v	115		0.0066	0.0197	0.0000	56
v	2036		0.0310	0.0932	0.0000	0
v	925		0.0000	0.0000	0.0000	0
v	2291		0.0115	0.0345	0.0000	0
v	2038		0.0000	0.0000	0.0000	0
v	2948		0.0033	0.0099	48.2759	48
v	2953		0.0011	0.0035	0.0000	0
v	2954		0.0011	0.0035	0.0000	0
v	2958		0.0011	0.0035	0.0000	0
v	2960		0.0011	0.0035	0.0000	0
v	2963		0.0011	0.0035	0.0000	0
v	2968		0.0011	0.0035	0.0000	106
v	2970		0.0011	0.0035	0.0000	0
v	4148		0.0049	0.0148	0.0000	0
v	2670		0.0010	0.0030	0.0000	0
v	1188		0.0000	0.0000	0.0000	0
v	2008		0.0038	0.0113	0.0000	18
v	3171		0.0179	0.0538	0.0000	0
v	3173		0.0059	0.0178	5.7471	0
v	3865		0.0021	0.0064	0.0000	0
v	880		0.0000	0.0000	0.0000	0
v	3304		0.0208	0.0626	1.1494	0
v	1162		0.0113	0.0340	26.4368	56
v	4135		0.0152	0.0459	0.0000	0
v	1003		0.0025	0.0074	0.0000	0
v	981		0.0000	0.0000	0.0000	33
v	739		0.0059	0.0178	0.0000	0
v	3897		0.0272	0.0819	2.2989	36
v	4137		0.0039	0.0118	0.0000	78
v	2443		0.0000	0.0000	0.0000	68
v	2208		0.0095	0.0286	0.0000	0
v	2398		0.0057	0.0173	0.0000	30
v	2399		0.0051	0.0153	0.0000	0
v	3443		0.0051	0.0153	0.0000	2
v	3442		0.0049	0.0148	0.0000	0
v	1079		0.0052	0.0158	0.0000	0
v	1078		0.0043	0.0128	0.0000	0
v	3651		0.0051	0.0153	0.0000	0
v	168		0.0200	0.0602	4.5977	8
v	3749		0.0077	0.0232	0.0000	38
v	1108		0.0051	0.0153	0.0000	0
v	787		0.0087	0.0261	0.0000	0
v	369		0.0029	0.0089	0.0000	0
v	1236		0.0000	0.0000	0.0000	0
v	3450		0.0025	0.0074	286.9565	0
v	3946		0.0116	0.0350	0.0000	0
v	712		0.0028	0.0084	0.0000	94
v	851		0.0000	0.0000	0.0000	21
v	1481		0.0318	0.0957	0.0000	0
v	1581		0.0000	0.0000	0.0000	0
v	110		0.0097	0.0291	0.0000	0
v	111		0.0011	0.0035	2.2989	0
v	3943		0.0213	0.0641	0.0000	0
v	3103		0.0129	0.0390	0.0000	0
v	2371		0.0000	0.0000	0.0000	0
v	3005		0.0221	0.0666	0.0000	0
v	2917		0.0020	0.0059	0.0000	3
v	3823		0.0015	0.0044	0.0000	1
v	1429		0.0000	0.0000	0.0000	0
v	2217		0.0039	0.0118	12.6437	0
v	2233		0.0139	0.0419	0.0000	0
v	1165		0.0041	0.0123	19.5402	0
v	2716		0.0180	0.0543	18.3908	0
v	2720		0.0182	0.0547	11.4943	0
v	2292		0.0198	0.0597	4.5977	0
v	2284		0.0044	0.0133	0.0000	1
v	3864		0.0023	0.0069	0.0000	0
v	1420		0.0000	0.0000	0.0000	0
v	458		0.0003	0.0010	0.0000	2
v	996		0.0120	0.0360	0.0000	3
v	828		0.0000	0.0000	0.0000	0
v	3397		0.0174	0.0523	0.0000	0
v	2281		0.0129	0.0390	5.7471	0
v	2279		0.0049	0.0148	0.0000	0
v	2278		0.0016	0.0049	0.0000	19
v	101		0.0016	0.0049	0.0000	0
v	2364		0.0219	0.0661	0.0000	1
v	2878		0.0028	0.0084	0.0000	1
v	135		0.0000	0.0000	0.0000	0
v	1995		0.0224	0.0676	17.2414	0
v	715		0.0141	0.0424	12.6437	0
v	2172		0.0211	0.0636	13.7931	0
v	3257		0.0111	0.0335	0.0000	0
v	3742		0.0208	0.0626	0.0000	33
v	1818		0.0085	0.0256	14.9425	0
v	1822		0.0161	0.0483	0.0000	0
v	1462		0.0028	0.0084	0.0000	0
v	1664		0.0000	0.0000	0.0000	21
v	4107		0.0226	0.0681	25.2874	38
v	4069		0.0143	0.0429	26.4368	0
v	2872		0.0190	0.0572	32.1839	5
v	2868		0.0128	0.0385	0.0000	0
v	1274		0.0000	0.0000	0.0000	0
v	4034		0.0002	0.0005	0.0000	28
v	3924		0.0275	0.0829	0.0000	17
v	1452		0.0162	0.0488	1.1494	0
v	2604		0.0080	0.0242	0.0000	0
v	311		0.0082	0.0247	21.8391	36
v	318		0.0162	0.0488	0.0000	0
v	684		0.0026	0.0079	0.0000	0
v	2481		0.0000	0.0000	0.0000	0
v	497		0.0059	0.0178	25.2874	0
v	498		0.0029	0.0089	0.0000	0
v	1414		0.0092	0.0276	0.0000	0
v	2599		0.0126	0.0380	0.0000	0
v	1772		0.0262	0.0789	0.0000	0
v	2466		0.0103	0.0311	34.4828	0
v	2467		0.0197	0.0592	0.0000	41
v	2973		0.0120	0.0360	0.0000	0
v	1762		0.0100	0.0301	24.1379	1
v	1755		0.0295	0.0888	19.5402	1
v	1753		0.0103	0.0311	0.0000	40
v	373		0.0048	0.0143	0.0000	0
v	726		0.0000	0.0000	0.0000	0
v	3188		0.0139	0.0419	0.0000	0
v	1800		0.0038	0.0113	0.0000	38
v	1431		0.0000	0.0000	0.0000	0
v	1482		0.0238	0.0715	16.0920	0
v	1480		0.0118	0.0355	0.0000	0
v	1479		0.0059	0.0178	0.0000	0
v	1477		0.0097	0.0291	0.0000	52
v	1036		0.0147	0.0444	0.0000	14
v	3286		0.0321	0.0967	0.0000	0
v	2110		0.0010	0.0030	0.0000	0
v	3288		0.0018	0.0054	0.0000	0
v	230		0.0046	0.0138	21.8391	0
v	3336		0.0039	0.0118	19.5402	0
v	2259		0.0141	0.0424	21.8391	0
v	3350		0.0174	0.0523	0.0000	1
v	3345		0.0167	0.0503	10.3448	28
v	1805		0.0021	0.0064	0.0000	0
v	3261		0.0016	0.0049	0.0000	0
v	3264		0.0057	0.0173	28.7356	0
v	3265		0.0054	0.0163	0.0000	40
v	565		0.0272	0.0819	29.8851	0
v	562		0.0226	0.0681	0.0000	65
v	2729		0.0218	0.0656	18.3908	0
v	2728		0.0116	0.0350	0.0000	19
v	3961		0.0015	0.0044	0.0000	34
v	3962		0.0056	0.0168	0.0000	0
v	3964		0.0113	0.0340	11.4943	0
v	1709		0.0206	0.0621	11.4943	0
v	1708		0.0064	0.0192	0.0000	4
v	3644		0.0200	0.0602	31.0345	2
v	71		0.0113	0.0340	0.0000	0
v	685		0.0010	0.0030	0.0000	0
v	2124		0.0000	0.0000	0.0000	1
v	4003		0.0029	0.0089	25.2874	0
v	2886		0.0182	0.0547	9.1954	0
v	457		0.0043	0.0128	0.0000	0
v	1263		0.0108	0.0326	0.0000	0
v	2552		0.0001	0.0003	0.0000	1
v	1087		0.0000	0.0000	0.0000	0
v	2555		0.0007	0.0020	204.5977	0
v	2114		0.0149	0.0449	19.5402	69
v	2652		0.0095	0.0286	11.4943	0
v	1792		0.0151	0.0454	0.0000	0
v	1795		0.0057	0.0173	0.0000	0
v	1796		0.0049	0.0148	32.1839	1
v	2203		0.0179	0.0538	34.4828	0
v	392		0.0082	0.0247	17.2414	19
v	2417		0.0026	0.0079	0.0000	0
v	897		0.0000	0.0000	0.0000	0
v	4064		0.0156	0.0469	0.0000	0
v	3782		0.0021	0.0064	0.0000	0
v	176		0.0000	0.0000	0.0000	0
v	1301		0.0128	0.0385	14.9425	0
v	3571		0.0113	0.0340	0.0000	0
v	146		0.0015	0.0044	0.0000	0
v	148		0.0033	0.0099	0.0000	0
v	207		0.0033	0.0099	11.4943	0
v	3945		0.0029	0.0089	0.0000	0
v	4060		0.0159	0.0478	0.0000	0
v	3623		0.0036	0.0109	0.0000	0
v	165		0.0013	0.0039	0.0000	45
v	164		0.0049	0.0148	0.0000	0
v	1987		0.0000	0.0000	0.0000	20
v	431		0.0064	0.0192	0.0000	0
v	427		0.0197	0.0592	0.0000	0
v	703		0.0139	0.0419	16.0920	71
v	130		0.0121	0.0365	0.0000	20
v	1199		0.0039	0.0118	0.0000	0
v	2780		0.0010	0.0030	0.0000	26
v	1101		0.0000	0.0000	0.0000	0
v	3122		0.0010	0.0030	0.0000	0
v	2378		0.0010	0.0030	0.0000	0
v	1834		0.0016	0.0047	0.0000	54
v	2214		0.0095	0.0286	0.0000	29
v	1018		0.0006	0.0017	0.0000	0
v	1990		0.0049	0.0148	4.5977	0
v	834		0.0016	0.0047	8.0460	17
v	2946		0.0020	0.0062	0.0000	0
v	3210		0.0033	0.0099	8.0460	54
v	3966		0.0066	0.0200	0.0000	0
v	2859		0.0086	0.0259	10.3448	0
v	1703		0.0033	0.0099	27.5862	0
v	1699		0.0188	0.0567	10.3448	0
v	3194		0.0010	0.0030	0.0000	0
v	1485		0.0000	0.0000	0.0000	0
v	2882		0.0028	0.0084	29.8851	0
v	1940		0.0018	0.0054	0.0000	14
v	1683		0.0000	0.0000	0.0000	56
v	3734		0.0041	0.0123	18.3908	0
v	3752		0.0180	0.0543	36.7816	0
v	2		0.0097	0.0291	0.0000	29
v	1278		0.0054	0.0163	0.0000	0
v	1279		0.0041	0.0123	26.4368	0
v	948		0.0233	0.0700	18.3908	94
v	940		0.0172	0.0518	19.5402	40
v	997		0.0165	0.0498	11.4943	0
v	3745		0.0218	0.0656	12.6437	0
v	3744		0.0044	0.0133	0.0000	15
v	2003		0.0028	0.0084	0.0000	9
v	1725		0.0000	0.0000	0.0000	0
v	539		0.0208	0.0626	2.2989	0
v	3728		0.0021	0.0064	0.0000	0
v	727		0.0000	0.0000	0.0000	0
v	224		0.0187	0.0562	0.0000	0
v	3993		0.0016	0.0049	0.0000	0
v	3995		0.0031	0.0094	0.0000	0
v	2345		0.0000	0.0000	0.0000	0
v	2675		0.0146	0.0439	0.0000	0
v	166		0.0039	0.0118	0.0000	0
v	1611		0.0000	0.0000	0.0000	28
v	2594		0.0077	0.0232	0.0000	0
v	40		0.0103	0.0311	0.0000	114
v	987		0.0108	0.0326	0.0000	0
v	3676		0.0057	0.0173	9.1954	0
v	3684		0.0049	0.0148	0.0000	0
v	3608		0.0044	0.0133	0.0000	0
v	393		0.0000	0.0000	0.0000	0
v	97		0.0056	0.0168	0.0000	75
v	4100		0.0108	0.0326	0.0000	0
v	1203		0.0018	0.0054	0.0000	7
v	1219		0.0029	0.0089	0.0000	26
v	1217		0.0154	0.0464	25.2874	0
v	1216		0.0129	0.0390	0.0000	0
v	2939		0.0106	0.0321	0.0000	0
v	2770		0.0057	0.0173	4.5977	0
v	3678		0.0048	0.0143	0.0000	1
v	3673		0.0234	0.0705	11.4943	0
v	1200		0.0154	0.0464	9.1954	0
v	4081		0.0218	0.0656	13.7931	65
v	1740		0.0233	0.0700	10.3448	1
v	2577		0.0234	0.0705	11.4943	0
v	3428		0.0195	0.0587	8.0460	4
v	2676		0.0013	0.0039	0.0000	0
v	2942		0.0120	0.0360	0.0000	0
v	61		0.0046	0.0138	0.0000	1
v	444		0.0000	0.0000	0.0000	0
v	3296		0.0057	0.0173	0.0000	0
v	3982		0.0105	0.0316	0.0000	34
v	5		0.0106	0.0321	0.0000	0
v	2469		0.0103	0.0311	0.0000	0
